Branch_ID,City_Type,Staff_Count,Branch_Area_sqft,Marketing_Spend,ATM_Count,Population_Density,Competitor_Branches,Average_Income,Monthly_Revenue
BR_4386,Suburban,56,3062,72047,4,28300,1,86065,725092
BR_4387,Rural,13,2133,139786,7,15240,0,147378,416541
BR_4388,Urban,57,2074,112424,2,4263,7,106798,634790
BR_4389,Urban,56,5383,153018,13,18666,1,191763,887490
BR_4390,Urban,47,4280,274568,11,9998,3,133732,718017
BR_4391,Urban,47,4142,35740,4,18315,11,77404,533122
BR_4392,Suburban,11,2017,134988,2,9740,3,85736,196223
BR_4393,Suburban,57,2264,94712,12,12812,1,150210,815945
BR_4394,Urban,46,5208,57269,6,21670,3,48942,710076
BR_4395,Rural,8,4974,241344,9,16228,6,175073,248834
BR_4396,Rural,9,5570,140359,2,26747,5,53696,284683
BR_4397,Urban,9,813,175673,6,15532,9,47319,92953
BR_4398,Urban,15,3093,61132,13,3882,5,62123,158497
BR_4399,Urban,45,2845,156876,1,8187,3,174383,623385
BR_4400,Urban,32,1837,272697,6,20659,1,183192,568709
BR_4401,Urban,20,4928,105061,8,29197,4,47642,359957
BR_4402,Suburban,45,2259,72034,11,16652,10,95083,510950
BR_4403,Urban,58,1056,252460,4,25258,2,185443,862743
BR_4404,Urban,34,4929,176408,11,25886,2,130219,574039
BR_4405,Rural,8,4873,134892,5,10792,3,110639,276955
BR_4406,Suburban,6,2083,65952,12,22174,10,100279,26182
BR_4407,Rural,50,4287,198215,9,20407,10,190522,660090
BR_4408,Urban,7,2984,79379,10,18850,4,137033,188515
BR_4409,Urban,54,1158,185392,2,5950,10,48407,624492
BR_4410,Suburban,25,4591,147852,12,5889,1,29445,351600
BR_4411,Urban,10,5649,56516,9,20976,5,138443,164074
BR_4412,Urban,47,3987,210861,4,25016,5,187168,721269
BR_4413,Suburban,57,5299,271672,12,11211,7,142606,817730
BR_4414,Suburban,22,2025,254573,14,24742,1,141801,361714
BR_4415,Urban,48,3097,81240,4,19931,7,157214,580385
BR_4416,Urban,9,1077,237687,2,25553,7,74897,83603
BR_4417,Urban,13,5007,86473,7,23133,3,113071,296924
BR_4418,Urban,24,2786,216398,5,15089,6,92266,416352
BR_4419,Urban,32,4344,145811,12,17566,6,86466,451384
BR_4420,Urban,30,3593,214946,2,6436,0,160195,544539
BR_4421,Urban,22,1191,129806,0,19087,0,43898,363660
BR_4422,Rural,23,1768,154123,9,24934,7,141457,370590
BR_4423,Suburban,7,2990,121209,0,27428,10,197139,143043
BR_4424,Suburban,13,5951,97774,12,10497,0,70946,291183
BR_4425,Urban,40,3028,115204,10,28509,2,142174,601129
BR_4426,Urban,35,3426,219302,9,9636,5,99504,486428
BR_4427,Urban,53,3645,220203,11,28363,7,164064,717704
BR_4428,Urban,21,5164,152339,1,13979,4,146132,426801
BR_4429,Urban,59,4107,213717,9,11065,4,80173,849797
BR_4430,Suburban,27,3400,39650,4,3581,3,35125,414109
BR_4431,Suburban,38,3480,289161,6,5957,3,178502,516493
BR_4432,Suburban,45,5170,267860,0,6590,6,99165,720103
BR_4433,Urban,45,5638,240121,0,21716,5,34226,739689
BR_4434,Rural,9,885,87762,3,16913,7,173292,145489
BR_4435,Urban,19,3934,155460,12,20069,10,29702,236431
BR_4436,Urban,51,5299,87958,9,11797,5,156713,761000
BR_4437,Urban,7,3039,191066,14,9531,10,60942,102826
BR_4438,Suburban,23,4164,97568,5,15825,9,147341,308308
BR_4439,Rural,32,2845,153915,8,8911,6,28875,412846
BR_4440,Urban,7,1854,48015,0,7731,9,197674,19967
BR_4441,Rural,42,4201,246709,10,19279,9,155140,550119
BR_4442,Rural,8,4529,66546,9,16790,4,172149,181791
BR_4443,Urban,28,3469,244478,4,15455,5,150797,432844
BR_4444,Urban,35,1075,123283,8,13455,0,159684,498759
BR_4445,Urban,49,5546,271123,7,26416,2,97598,823897
BR_4446,Rural,49,4890,186241,6,14045,11,113240,625235
BR_4447,Urban,15,1905,192781,12,20730,7,91998,220880
BR_4448,Suburban,41,5481,298107,9,5531,2,195651,710957
BR_4449,Urban,5,3732,180770,1,12666,0,184477,239891
BR_4450,Suburban,13,928,82415,8,20245,2,102510,207212
BR_4451,Urban,21,5151,76400,11,29339,11,123814,275704
BR_4452,Suburban,58,5126,75450,12,6852,3,59924,833045
BR_4453,Rural,5,4368,223679,7,18414,7,158991,218604
BR_4454,Rural,7,3202,138639,12,16281,8,97168,103571
BR_4455,Rural,51,2447,48842,10,17770,3,99460,650524
BR_4456,Urban,30,4356,298675,14,16387,11,68910,448079
BR_4457,Suburban,57,4691,254494,9,18626,6,59005,832597
BR_4458,Urban,35,2993,158369,9,25302,0,108400,549533
BR_4459,Urban,30,2847,24163,8,14973,8,155634,312041
BR_4460,Suburban,27,3904,60794,8,15923,10,35657,292979
BR_4461,Urban,34,5155,61787,8,28074,11,43394,394139
BR_4462,Suburban,14,2934,121243,2,7511,3,97433,267583
BR_4463,Rural,12,1642,44448,6,7508,8,63397,122458
BR_4464,Urban,48,2771,220224,11,6668,2,144445,669896
BR_4465,Suburban,29,5160,248356,0,8087,10,48874,371637
BR_4466,Urban,26,4703,48299,8,9015,4,185945,406909
BR_4467,Urban,19,4413,97093,13,26020,0,48670,412570
BR_4468,Urban,45,1191,189720,14,8662,10,167023,591244
BR_4469,Rural,14,3079,145113,8,13614,2,171840,312886
BR_4470,Rural,24,1700,266935,2,6003,4,180535,327840
BR_4471,Rural,45,5483,222898,4,28235,5,103905,684376
BR_4472,Rural,51,3294,259060,11,29804,7,55836,737341
BR_4473,Urban,27,1952,131027,12,2598,0,167760,420364
BR_4474,Urban,57,2094,148840,7,20579,2,42202,784896
BR_4475,Suburban,57,1265,82740,5,2069,0,32188,750362
BR_4476,Urban,5,2975,52827,9,10139,4,78326,139087
BR_4477,Urban,6,4045,46209,9,11585,7,170207,175838
BR_4478,Urban,23,5945,117654,8,5659,3,59657,482469
BR_4479,Suburban,18,1287,93396,13,28225,10,156630,132620
BR_4480,Suburban,12,3738,230033,12,7634,8,51195,188028
BR_4481,Urban,42,3426,241519,2,20665,5,39443,536033
BR_4482,Urban,16,1749,185432,11,8822,5,48215,247296
BR_4483,Suburban,30,5301,270140,6,5682,10,30949,424593
BR_4484,Suburban,31,1849,100000,12,4683,4,65411,399473
BR_4485,Urban,33,4875,58865,5,6562,9,140877,380405
BR_4486,Suburban,19,5259,157530,13,6652,4,93438,331249
BR_4487,Urban,50,2190,291295,14,15181,10,87521,567860
BR_4488,Urban,57,1883,205941,4,23315,6,176796,735358
BR_4489,Suburban,5,5446,253542,3,11502,7,96431,219899
BR_4490,Suburban,47,2458,144001,4,6713,6,130854,568961
BR_4491,Urban,32,5187,63183,12,7413,0,47081,572974
BR_4492,Suburban,7,2617,195848,3,23984,0,69732,226295
BR_4493,Suburban,55,990,110254,2,22487,9,154808,622096
BR_4494,Suburban,22,1260,162242,6,4075,5,115182,337619
BR_4495,Suburban,56,3321,234038,5,2782,2,112904,791597
BR_4496,Suburban,38,4276,67284,3,22190,11,116374,463737
BR_4497,Urban,36,3505,160332,8,11525,8,158227,483417
BR_4498,Urban,33,5166,122491,0,13909,10,185975,449798
BR_4499,Urban,29,1957,56108,0,16962,6,185465,373212
BR_4500,Urban,30,5066,255553,8,17853,1,152277,597724
BR_4501,Suburban,43,827,270533,6,19441,11,147606,454443
BR_4502,Suburban,12,5031,298085,1,4054,2,186173,333647
BR_4503,Urban,23,3772,220043,10,16375,7,170285,389902
BR_4504,Urban,58,3824,92836,9,13593,0,152927,872666
BR_4505,Urban,51,5783,262045,4,15196,4,160423,781370
BR_4506,Urban,46,2064,184805,12,4109,9,65236,578348
BR_4507,Suburban,26,1655,27444,3,29733,0,38241,388490
BR_4508,Urban,33,4825,260002,0,25667,11,113987,494429
BR_4509,Suburban,37,2051,108598,11,3320,8,178251,426072
BR_4510,Rural,42,5404,280295,12,16714,6,116659,635751
BR_4511,Urban,49,4670,86036,8,26233,4,72665,703241
BR_4512,Urban,50,2126,24554,14,17987,5,86242,531970
BR_4513,Urban,39,1825,45545,5,6417,10,29455,373445
BR_4514,Suburban,47,1161,89468,10,5699,2,65459,652232
BR_4515,Suburban,7,2018,46055,12,19116,2,85899,73048
BR_4516,Urban,23,1405,285711,13,15668,6,42597,309872
BR_4517,Suburban,14,2470,193908,11,8562,6,80591,202005
BR_4518,Rural,31,5611,257320,5,21933,6,71209,459839
BR_4519,Urban,19,3097,46627,3,15647,1,34052,249852
BR_4520,Urban,15,2994,189640,12,18359,1,60691,416171
BR_4521,Rural,51,5243,181057,1,24547,10,42816,716740
BR_4522,Suburban,30,2077,99944,7,24939,11,90876,359296
BR_4523,Rural,28,1198,115368,14,16202,4,81533,384643
BR_4524,Suburban,17,2972,60785,14,23762,3,133873,313400
BR_4525,Rural,36,3610,44204,7,10796,6,39206,451180
BR_4526,Urban,41,3452,36643,2,3722,2,187590,608422
BR_4527,Suburban,8,3739,57126,6,12596,4,157270,225723
BR_4528,Rural,17,1621,78126,13,16536,1,193136,254613
BR_4529,Suburban,13,5797,144453,6,13674,0,103566,362080
BR_4530,Urban,53,1744,263677,13,17647,8,147874,655146
BR_4531,Urban,38,4278,197507,4,4812,3,176649,590874
BR_4532,Urban,41,3579,23794,14,11773,7,186320,532096
BR_4533,Urban,52,5229,163404,4,25921,11,132787,678647
BR_4534,Urban,11,5939,256346,14,4278,6,29934,216738
BR_4535,Suburban,5,5250,29593,7,17454,11,180999,101577
BR_4536,Suburban,16,1996,140973,3,4350,0,146298,267196
BR_4537,Urban,25,2012,121633,0,5623,9,50877,282542
BR_4538,Suburban,15,1623,31036,0,8530,10,44471,114372
BR_4539,Urban,48,5921,230980,8,19098,6,194913,726408
BR_4540,Urban,55,2696,170423,3,17987,1,30853,762408
BR_4541,Urban,48,5063,246935,0,2924,2,61018,744259
BR_4542,Suburban,48,3215,78413,12,21546,0,83501,780002
BR_4543,Urban,18,1335,270156,1,22537,6,25257,249785
BR_4544,Urban,38,3810,266545,9,6529,2,140169,580291
BR_4545,Urban,38,3427,218924,6,14270,5,185743,572332
BR_4546,Rural,29,4577,101795,1,20953,11,160802,355961
BR_4547,Urban,8,1749,272989,0,4815,6,36305,136097
BR_4548,Suburban,56,4308,31829,9,25356,2,188188,762764
BR_4549,Suburban,59,5102,283409,13,6578,1,145761,928776
BR_4550,Suburban,30,1343,186823,8,6462,8,113979,342198
BR_4551,Rural,20,4700,66875,13,2888,8,178911,318713
BR_4552,Urban,14,4553,126334,4,24332,6,35818,237101
BR_4553,Urban,49,5024,142950,13,21862,4,31202,716968
BR_4554,Rural,6,2882,184451,12,21973,3,63946,247940
BR_4555,Urban,39,3666,272988,3,15642,3,42031,612959
BR_4556,Suburban,23,3046,205736,3,3723,0,169370,400873
BR_4557,Suburban,10,2636,222032,14,19642,3,151705,265942
BR_4558,Suburban,23,876,295320,13,25410,6,137212,355715
BR_4559,Rural,57,1168,85036,10,10602,4,186914,686496
BR_4560,Rural,56,5421,27907,12,20614,8,177438,731236
BR_4561,Suburban,55,1148,23372,0,25838,3,126890,709614
BR_4562,Urban,12,5401,178644,2,13386,10,118496,218060
BR_4563,Rural,18,5538,128093,12,28781,2,180129,435533
BR_4564,Urban,14,5133,280529,0,20444,5,162152,342651
BR_4565,Urban,7,2255,176714,4,22282,3,140446,149457
BR_4566,Rural,42,2985,285283,4,4613,10,56942,558052
BR_4567,Urban,33,4611,97179,8,25399,1,42016,557545
BR_4568,Urban,19,4072,251626,12,12004,4,49232,363996
BR_4569,Urban,27,4482,80117,7,25082,3,85928,486554
BR_4570,Rural,27,2646,179852,4,20186,4,156401,489785
BR_4571,Suburban,22,2654,126485,4,17980,11,85363,169380
BR_4572,Suburban,50,3785,233275,6,14098,8,186667,664792
BR_4573,Urban,23,5250,80332,11,2677,3,161518,391309
BR_4574,Suburban,32,3425,50632,1,13102,5,102781,436369
BR_4575,Suburban,30,3694,189565,12,26471,3,133670,506117
BR_4576,Urban,14,1358,199424,6,23097,0,140672,302851
BR_4577,Urban,51,3696,180480,0,9730,1,150158,781841
BR_4578,Urban,8,2717,107157,13,12443,5,71094,137296
BR_4579,Rural,59,2054,229827,4,5004,7,39822,720988
BR_4580,Suburban,6,2481,177011,14,17402,8,41825,79597
BR_4581,Rural,7,2614,197952,11,10986,3,160092,243240
BR_4582,Urban,11,1462,260920,14,2728,5,178133,268296
BR_4583,Suburban,59,4916,58930,11,28269,2,49849,850401
BR_4584,Suburban,20,4125,238729,5,16173,11,50602,273260
BR_4585,Suburban,35,2041,60770,12,16841,8,119460,413233
BR_4586,Rural,14,3943,131757,10,23118,7,191966,247706
BR_4587,Urban,23,3837,50158,13,2190,11,60701,221870
BR_4588,Urban,32,961,108992,9,16089,0,148327,420304
BR_4589,Suburban,21,5025,244182,0,23378,1,44752,450538
BR_4590,Suburban,32,2750,197589,14,12188,9,184341,432862
BR_4591,Suburban,23,5120,149970,8,12299,8,185212,343781
BR_4592,Urban,41,2581,261359,8,22250,9,177711,625027
BR_4593,Suburban,27,5475,26586,0,28065,2,164138,559214
BR_4594,Urban,24,2277,273383,3,15690,2,102045,397441
BR_4595,Urban,17,3830,243373,14,15740,9,164333,326408
BR_4596,Suburban,17,4786,96177,7,12301,8,117689,250426
BR_4597,Suburban,47,906,56735,1,8039,2,160657,594368
BR_4598,Urban,15,3468,217430,12,8445,9,78750,248581
BR_4599,Urban,52,5735,118525,12,10829,11,52632,700204
BR_4600,Urban,19,1964,232151,10,6045,10,63585,188574
BR_4601,Urban,21,1957,180737,12,24699,4,25116,428807
BR_4602,Suburban,58,3046,164571,7,7624,5,40616,777365
BR_4603,Rural,54,1466,271060,9,22542,2,108733,704268
BR_4604,Urban,32,2926,39654,12,13011,9,138246,345073
BR_4605,Suburban,23,3741,226725,11,22495,7,54590,462240
BR_4606,Rural,8,1311,150117,13,8834,1,140591,155910
BR_4607,Rural,26,1049,106613,12,11033,5,33685,408673
BR_4608,Urban,26,1688,38982,8,22335,1,94394,391301
BR_4609,Rural,59,1823,101848,8,23604,8,170210,704464
BR_4610,Urban,41,5494,99874,13,22442,5,121752,581007
BR_4611,Urban,43,5648,57525,0,5247,8,44067,589882
BR_4612,Urban,38,1399,47328,8,19600,3,127034,478849
BR_4613,Urban,37,3822,162432,3,24476,11,195468,467324
BR_4614,Urban,48,3330,136242,11,9980,2,136186,683436
BR_4615,Urban,46,3683,42625,11,27474,1,63211,718894
BR_4616,Urban,44,2864,127576,7,7586,7,121516,542441
BR_4617,Rural,37,2558,195966,12,25460,3,65727,469367
BR_4618,Rural,16,4369,248458,13,9940,1,39464,354213
BR_4619,Urban,6,2042,36471,8,20606,10,135875,-36034
BR_4620,Rural,32,5129,243884,2,11449,8,171478,554055
BR_4621,Rural,14,3095,284847,5,9979,11,104035,218943
BR_4622,Suburban,26,2725,227759,2,3514,7,89086,362029
BR_4623,Urban,21,2862,202642,0,26992,4,162869,367142
BR_4624,Suburban,30,4195,220755,9,14738,7,29858,402645
BR_4625,Rural,7,1240,224840,5,4883,4,85796,131989
BR_4626,Suburban,11,3543,35151,4,5826,6,90509,189727
BR_4627,Urban,48,806,69190,2,14567,4,73393,614963
BR_4628,Suburban,12,2386,76195,13,6339,4,163306,196965
BR_4629,Suburban,24,1625,169607,13,2674,3,184526,291341
BR_4630,Suburban,16,4624,20599,3,24673,4,197061,262520
BR_4631,Urban,39,2068,279757,1,17426,6,53547,568638
BR_4632,Urban,21,4236,285853,11,18486,2,78804,409756
BR_4633,Rural,32,4238,276108,9,12549,3,80941,589282
BR_4634,Rural,45,2110,287867,9,5993,7,48567,544232
BR_4635,Urban,14,4833,178466,12,14219,5,27325,253508
BR_4636,Rural,26,2427,292460,13,5708,7,96386,325613
BR_4637,Urban,42,1836,175916,3,3495,10,80516,446941
BR_4638,Suburban,37,1277,126276,3,5392,1,153192,452370
BR_4639,Suburban,26,3478,278512,2,13698,8,46149,377527
BR_4640,Rural,48,1514,71747,5,9537,6,27879,526819
BR_4641,Rural,41,2476,110037,0,4785,4,125492,512200
BR_4642,Urban,17,2962,138641,8,24203,10,109701,239643
BR_4643,Rural,31,1308,226899,10,28810,6,107195,436906
BR_4644,Urban,19,1181,139271,9,22043,1,39908,351064
BR_4645,Suburban,26,1980,261170,2,23264,10,42650,426589
BR_4646,Suburban,34,2645,228267,2,7588,3,151853,452880
BR_4647,Suburban,47,5170,45226,11,6802,6,97112,607482
BR_4648,Urban,44,2518,21634,2,17211,1,61872,568169
BR_4649,Rural,41,1900,165131,6,6891,7,138508,474816
BR_4650,Urban,38,2660,135855,7,14760,9,121003,472252
BR_4651,Urban,48,2891,286220,1,5525,9,106951,692536
BR_4652,Suburban,38,1517,272718,0,21901,10,140539,498003
BR_4653,Urban,52,1117,58210,4,6777,4,118311,641872
BR_4654,Rural,57,5429,148798,7,6189,4,80020,862706
BR_4655,Urban,39,2576,177003,13,15023,7,196560,571561
BR_4656,Urban,46,3084,52007,2,25317,11,102272,592151
BR_4657,Rural,23,2044,173816,5,24521,0,117460,444199
BR_4658,Suburban,12,2133,181468,2,29105,5,69819,191005
BR_4659,Urban,43,4469,201026,14,24638,1,80347,706462
BR_4660,Suburban,37,2000,86038,5,20297,0,146019,472553
BR_4661,Suburban,48,2594,230870,11,12649,11,147099,606280
BR_4662,Suburban,32,3501,271585,3,25719,6,86216,481092
BR_4663,Urban,41,2254,173488,13,15877,11,90228,439223
BR_4664,Rural,52,2733,126052,10,3150,3,168703,710312
BR_4665,Rural,29,1546,116816,14,16301,0,179190,374070
BR_4666,Suburban,40,1640,189808,6,6137,9,85513,502913
BR_4667,Urban,21,3295,228267,10,22520,10,122347,320264
BR_4668,Rural,28,1888,70250,9,26113,10,81141,279632
BR_4669,Suburban,25,1592,142140,0,3510,5,94659,317848
BR_4670,Suburban,6,2067,244511,0,15982,9,36292,71391
BR_4671,Urban,35,2350,150877,14,5915,11,86265,479605
BR_4672,Rural,48,3490,275604,4,16734,5,70689,673134
BR_4673,Suburban,37,1092,57039,8,24709,11,184955,376240
BR_4674,Urban,34,4822,112506,4,21636,2,177239,559861
BR_4675,Urban,16,2204,199817,3,27319,5,25071,285171
BR_4676,Rural,48,2448,287605,7,12957,9,57234,642801
BR_4677,Urban,16,3616,60831,12,5938,8,161588,214659
BR_4678,Rural,55,4710,71137,4,20895,5,70037,744712
BR_4679,Suburban,53,3718,156803,0,3073,0,33234,741955
BR_4680,Suburban,56,5971,41500,6,29793,9,160432,716205
BR_4681,Urban,28,2197,226511,10,4192,5,125135,383066
BR_4682,Urban,28,2493,53117,14,10207,7,106965,303357
BR_4683,Rural,15,1837,114138,3,9383,6,115094,148276
BR_4684,Urban,17,4652,182246,9,7171,7,118753,307765
BR_4685,Suburban,31,2362,53208,4,10298,10,65160,260890
BR_4686,Urban,12,1912,104482,12,22698,11,108595,95359
BR_4687,Urban,14,2091,45960,5,8480,7,130572,78795
BR_4688,Urban,12,1961,274239,12,29544,8,36544,256966
BR_4689,Suburban,24,1829,116342,6,14658,2,31381,341840
BR_4690,Rural,12,5137,268093,10,29621,6,179200,291584
BR_4691,Urban,13,5057,127918,1,4857,5,162906,223657
BR_4692,Urban,11,3539,46038,14,6349,1,85514,299319
BR_4693,Urban,18,1778,142232,13,3428,4,54398,308471
BR_4694,Suburban,32,1317,215726,14,8723,2,178799,477687
BR_4695,Urban,6,5793,77773,0,28584,10,124316,116843
BR_4696,Rural,47,1582,103391,11,16010,4,111509,686776
BR_4697,Suburban,12,3631,72633,2,25163,10,32530,167848
BR_4698,Suburban,17,4980,170636,9,29677,8,100733,302528
BR_4699,Urban,25,5929,52803,11,17718,7,187581,365841
BR_4700,Rural,51,937,246393,0,16809,8,185481,659587
BR_4701,Urban,32,1553,149997,3,15272,8,109095,369409
BR_4702,Urban,39,3753,123838,5,13828,10,70598,422354
BR_4703,Suburban,27,5608,82759,4,13663,7,123132,415535
BR_4704,Suburban,50,3255,126313,12,9856,7,84130,644918
BR_4705,Urban,19,3634,219143,10,13223,10,76524,267158
BR_4706,Urban,6,1379,98243,3,25684,10,63996,49593
BR_4707,Suburban,55,4055,214225,6,8645,5,177577,761381
BR_4708,Urban,16,4066,163932,12,26054,5,186204,315387
BR_4709,Rural,56,5449,102946,10,4921,5,188630,776238
BR_4710,Suburban,40,1195,138353,10,10166,9,82202,384993
BR_4711,Urban,7,2737,37670,5,25628,5,49116,157162
BR_4712,Urban,9,5705,104766,2,14637,10,132960,181256
BR_4713,Urban,7,3389,109694,8,15766,11,101769,105335
BR_4714,Suburban,51,3834,186133,14,2878,8,112064,616948
BR_4715,Suburban,23,969,70764,4,12704,9,34250,192142
BR_4716,Urban,6,3137,129660,12,10502,0,50547,255922
BR_4717,Suburban,48,4039,259394,9,27690,9,84734,651251
BR_4718,Rural,41,4215,298077,0,17266,5,161527,724459
BR_4719,Urban,58,4368,284091,12,17300,7,50474,763204
BR_4720,Rural,21,4016,50956,5,3321,0,67773,352603
BR_4721,Urban,18,4284,238252,4,13588,10,157574,258275
BR_4722,Urban,32,5635,100846,9,22759,10,187189,474859
BR_4723,Urban,31,2641,239058,7,17046,5,32042,538879
BR_4724,Urban,58,4560,298447,3,27542,8,55501,847925
BR_4725,Urban,14,5352,133318,11,29765,5,115454,213276
BR_4726,Urban,7,3826,114786,0,27270,1,176316,242489
BR_4727,Rural,40,4765,107389,10,23389,0,49242,676719
BR_4728,Rural,42,2401,271914,1,12806,3,134847,649128
BR_4729,Suburban,29,1946,167712,7,10462,5,81235,392899
BR_4730,Urban,26,5126,22991,9,24020,9,55766,401481
BR_4731,Urban,52,3484,168873,7,7220,9,161082,610504
BR_4732,Urban,43,911,109680,12,27987,8,178218,457913
BR_4733,Suburban,51,1392,290109,13,21411,4,190979,695959
BR_4734,Rural,34,3239,49553,4,5124,6,147023,528079
BR_4735,Urban,25,2038,28301,5,20137,5,136873,308866
BR_4736,Urban,34,3594,258625,1,28397,5,134293,601916
BR_4737,Suburban,32,3214,165227,10,10186,8,80270,462658
BR_4738,Urban,35,2929,147230,11,7099,4,119516,426648
BR_4739,Urban,56,3653,68848,8,22719,1,38960,804238
BR_4740,Suburban,30,3669,284186,14,21669,7,124456,523502
BR_4741,Suburban,47,5995,198674,5,10552,10,192584,763707
BR_4742,Urban,26,4398,62581,11,13627,2,176077,477428
BR_4743,Urban,25,4603,154730,8,27309,8,38472,376496
BR_4744,Rural,5,2326,101855,10,19235,4,145578,181061
BR_4745,Urban,41,2769,188620,9,19243,0,151239,638859
BR_4746,Urban,17,1751,170740,2,14988,3,83316,239756
BR_4747,Urban,25,2302,255328,5,3350,8,139068,359933
BR_4748,Urban,50,5267,57874,9,14276,0,143416,715259
BR_4749,Urban,13,4136,71318,4,29459,7,36603,199731
BR_4750,Rural,21,909,214042,8,13739,7,142754,324717
BR_4751,Urban,51,4786,249014,12,23302,8,198323,762251
BR_4752,Urban,25,3154,227070,9,7730,8,119425,315361
BR_4753,Suburban,35,1025,56479,14,14384,5,25163,417582
BR_4754,Suburban,43,3811,258782,0,2326,4,125018,641533
BR_4755,Rural,58,4926,59906,8,4120,11,93998,717590
BR_4756,Rural,26,1413,149523,4,2993,11,35287,254347
BR_4757,Urban,16,898,93198,0,23759,6,31227,198898
BR_4758,Suburban,59,1610,92940,9,20150,8,109580,689542
BR_4759,Urban,10,4137,291686,7,14620,4,75842,243451
BR_4760,Rural,57,3499,269699,6,27756,11,187862,797709
BR_4761,Urban,20,5709,197195,13,17778,2,58001,465163
BR_4762,Rural,30,1819,98342,5,20348,8,190716,337277
BR_4763,Suburban,9,3825,193658,1,24985,9,197993,163649
BR_4764,Urban,13,4328,146081,4,4781,0,72951,318414
BR_4765,Suburban,50,4686,34864,2,9019,0,96875,709989
BR_4766,Rural,44,5982,115552,1,4905,9,136497,567638
BR_4767,Rural,18,5817,280281,13,10290,10,75197,364285
BR_4768,Urban,48,3779,76093,9,29355,11,194931,513549
BR_4769,Suburban,46,4140,53749,0,17260,3,188009,729539
BR_4770,Urban,34,1596,79739,8,18627,1,29481,488901
BR_4771,Urban,56,2757,194068,1,22421,6,62227,720821
BR_4772,Urban,56,3866,299449,12,9938,1,42791,859527
BR_4773,Urban,30,5908,97474,10,28076,6,156279,510769
BR_4774,Rural,57,3820,298462,0,7494,7,193210,770958
BR_4775,Urban,49,3480,72810,13,4709,11,114070,568926
BR_4776,Rural,33,5241,236987,6,29629,10,166016,461922
BR_4777,Urban,23,5619,141752,8,14654,7,123205,351168
BR_4778,Urban,51,3748,188892,5,18369,2,99223,779140
BR_4779,Urban,12,4531,81800,7,13418,8,173357,161230
BR_4780,Urban,27,1901,90942,14,26085,9,51782,385849
BR_4781,Urban,57,1837,103394,10,15769,9,108669,687941
BR_4782,Urban,46,5031,50816,6,9795,9,29489,595739
BR_4783,Suburban,39,1591,32850,8,25472,5,165180,486937
BR_4784,Urban,35,4974,47428,6,18082,3,89430,529201
BR_4785,Urban,57,2578,126898,12,19431,7,97118,706770
BR_4786,Urban,39,5600,209563,5,22762,3,106274,637090
BR_4787,Rural,36,1781,226413,0,11507,3,164102,536510
BR_4788,Rural,9,2065,237780,8,11578,10,86603,60379
BR_4789,Urban,20,5970,29926,9,24928,7,46118,390449
BR_4790,Urban,21,1543,174558,4,8711,3,36593,322177
BR_4791,Urban,36,3231,145799,12,25605,0,92730,657002
BR_4792,Rural,42,1174,115933,1,17979,5,185511,561624
BR_4793,Urban,36,2553,259948,14,17049,11,133653,444608
BR_4794,Urban,56,4697,134541,13,28313,7,69592,791822
BR_4795,Urban,24,3336,292146,11,26997,2,71652,467100
BR_4796,Urban,52,2791,88737,10,25376,1,160610,744046
BR_4797,Urban,6,3728,191396,7,10062,5,176514,141237
BR_4798,Suburban,24,4246,217949,12,17833,0,160914,563806
BR_4799,Urban,51,1391,99517,3,22185,10,138393,572406
BR_4800,Suburban,22,5961,141443,13,23746,4,116978,472000
BR_4801,Urban,5,5428,72634,2,23857,5,196410,164392
BR_4802,Urban,33,3369,142416,12,11603,7,66464,505586
BR_4803,Rural,33,3672,287709,0,13441,6,107639,489675
BR_4804,Urban,23,1976,246685,4,6570,5,30773,341996
BR_4805,Rural,48,2135,92053,2,20836,1,138680,659005
BR_4806,Suburban,44,5493,34287,14,20467,11,60646,554022
BR_4807,Urban,10,912,153494,3,14845,7,40586,86155
BR_4808,Rural,48,4572,61633,14,13870,7,120651,651300
BR_4809,Urban,43,2645,33790,8,11542,10,199365,471790
BR_4810,Rural,54,2787,151059,10,23547,4,69180,739502
BR_4811,Urban,58,5629,175091,13,28943,2,140091,868801
BR_4812,Rural,50,2785,194811,6,6833,11,151633,579824
BR_4813,Urban,12,4092,23668,10,8801,10,101918,113571
BR_4814,Suburban,28,4042,105058,4,5340,7,83039,412686
BR_4815,Suburban,24,5891,24509,7,12764,4,148787,391422
BR_4816,Rural,58,1052,268553,5,14312,2,69807,768586
BR_4817,Rural,18,923,138981,9,5844,8,52740,105650
BR_4818,Rural,9,2036,280354,1,2639,8,31772,186948
BR_4819,Rural,45,1423,95440,6,28150,11,64358,479064
BR_4820,Urban,44,3956,46921,0,13420,6,170719,586606
BR_4821,Urban,38,3936,36683,2,17211,7,41504,467434
BR_4822,Urban,20,4189,97952,11,15496,4,162532,318296
BR_4823,Urban,49,4217,34833,0,26480,4,162353,681506
BR_4824,Urban,11,2455,38290,13,10151,4,178318,128583
BR_4825,Suburban,20,2066,34003,14,10377,1,142553,289412
BR_4826,Urban,11,3745,256835,0,7400,2,61499,325196
BR_4827,Suburban,31,1960,91656,14,17945,7,71733,403070
BR_4828,Urban,18,3094,61253,4,19702,5,184563,249233
BR_4829,Urban,18,1240,202097,5,10719,8,69536,204640
BR_4830,Suburban,48,2892,244942,11,5259,6,181488,574912
